Concept_ID	Concepts_and_Synonyms
C0155933_T047	diseases of pulp and periapical tissues
M00000276_T047	acute periodontitis|Aggressive periodontitis
C0266929_T047	chronic periodontitis|Adult-onset periodontitis|Adult periodontitis|Chronic periodontal disease|Periodontitis, Adult|Periodontitis, Chronic
C0155936_T047	gingival and periodontal diseases|Gingival and periodontal disease|Gingival/periodontal disease
C0022362_T047	diseases of the jaws|disease jaw|Disease, Jaw|Disorder of jaw|jaw disease|jaw diseases|jaw disorder
P00000401_T888	cysts of the jaws
M00004609_T047;M00004609_T046	sialolithiasis|salivary calculus|Salivary Gland Calculi|Salivary Gland Calculus|salivary gland stone|salivary gland stones|salivary stone|salivary stones|sialolith|sialoliths
P00000402_T888	cyst of the salivary gland
C1719528_T047	stomatitis and mucositis
C0014852_T047	diseases of esophagus|Disease, Esophageal|disease esophagus|disease oesophagus|disease of esophagus|Diseases, Esophageal|diseases esophagus|diseases of oesophagus|diseases of the esophagus|Disorder of esophagus|disorders oesophageal|ESOPHAGEAL|esophageal disease|esophageal diseases|esophageal disorder|esophageal disorders|esophageal dysfunction|Esophagus|esophagus disease|esophagus diseases|Esophagus--Diseases|Esophagus Disorders|oesophageal disease|Oesophageal diseases
P00000403_T888	disorders of esophageal motility
D00000881_T777	motility
M00002084_T047	reflux esophagitis|Peptic esophagitis|Peptic oesophagitis|reflux oesophagitis
M00001952_T047	eosinophilic esophagitis|EE|eosinophilic oesophagitis|Esophagitis, Eosinophilic
M00002389_T047;M00002389_T020	gastrojejunal ulcer
C0267166_T047	gastritis and duodenitis|gastroduodenitis
C0149518_T047	acute gastritis|gastritis acute|GASTRITIS, ACUTE
M00001882_T047;M00001882_T191	duodenitis
C0152165_T184	persistent vomiting|Emesis - persistent|uncontrollable vomiting
P00000404_T888	functional digestive disorders
P00000405_T888	lesions of stomach and duodenum
P00000406_T888	bariatric surgery
M00000174_T047	acute appendicitis|appendicitis acute|APPENDICITIS, ACUTE|appendicitis
C0178282_T190	abdominal hernia|abdominal hernias|abdominal herniation|hernia abdominal|Hernia, Abdominal|HERNIA, INTERNAL|Hernias, Abdominal|internal hernia|Intra-abdominal hernia|intraperitoneal hernia
P00000407_T888	ulcerative colitis (chronic)
C0267418_T047	noninfectious gastroenteritis
M00001838_T047	diverticulosis and diverticulitis|diverticulitis diverticulosis|diverticulitis/diverticulosis|diverticulosis diverticulitis
M00001836_T047	diverticulosis|DD - Diverticular disease|Diverticular disease|Diverticular Diseases
M00001837_T047	diverticulitis|diverticulitis intestinal|intestine diverticulitis
C0161819_T046	gastrointestinal complications|Digestive system complications|Gastrointestinal complication
C0156189_T047	chronic liver disease and cirrhosis|Cirrhosis and chronic liver disease
C1442981_T047	alcoholic liver damage
D00000882_T777	alcohol liver damage
C0156195_T047	chronic passive congestion of liver|liver nutmeg|nutmeg liver
P00000408_T888	cholelithiasis and cholecystitis
P00000409_T888	calculus of bile duct
C0156217_T047	other biliary tract disease
D00000883_T777	cholesterol of gallbladder
C0235618_T047	proliferative glomerulonephritis
P00000410_T888	non-proliferative glomerulonephritis
P00000411_T888	chronic renal failure [ckd]
C1561640_T047	chronic kidney disease, stage iii
C1561641_T047	chronic kidney disease, stage iv
C0035086_T047	renal osteodystrophy|osteodystrophy renal|Osteodystrophy, Renal|renal bone disease|renal disease bone|Renal Osteodystrophies|ROD
C1971733_T033	urinary calculus
M00000934_T047	calculus of ureter|Calculi, Ureteral|Calculus, Ureteral|CALCULUS URETERAL|Ureteral Calculi|Ureteral Calculus|URETERAL STONE|URETER, CALCULUS|Ureteric calculus|Ureteric Stone
C0810320_T047	cystitis and urethritis
M00000182_T047	acute cystitis|Acute cystitis (& [recurrent])
D00000884_T777	acute cyst
C0221763_T047	chronic cystitis|chronic bladder infection
D00000885_T777	chronic cyst
M00000736_T047;M00000736_T190;M00000736_T033	bladder neck obstruction
C0156279_T047	urethral syndrome|syndrome urethral|urethra syndrome
C0178879_T047	urinary obstruction|obstruction urinary|obstruction urinary tract|obstructive uropathies|obstructive uropathy|urinary tract obstruction
C0149524_T047	acute prostatitis|prostatitis acute|PROSTATITIS, ACUTE
C0085696_T047	chronic prostatitis|prostatitis chronic|PROSTATITIS, CHRONIC
C0149881_T047	orchitis and epididymitis|epididymitis orchitis|epididymo orchitis|epididymo-orchitis|epididymoorchitis|orchitis epididymitis|Orchitis/epididymitis
P00000412_T888	azoospermia and oligospermia
C0004691_T047	balanoposthitis
M00000613_T047	peyronies disease|disease peyronies|FIBROSIS, PENILE|induratio penis plastica|Penile fibromatosis|penile fibrosis|penile induration|peyronie disease|Plastic Induration of the Penis
C0577266_T033	normal spermatozoa|normal sperm|sperm normal
C1305934_T046	benign mammary dysplasias|Benign mammary dysplasia|Dysplasia - breast
P00000413_T888	cystic mastopathy
M00000128_T184;M00000128_T033	mastodynia|breast ache|breast pain|breast pains|breast soreness|Mammalgia|mastalgia|of breast pain|pain breast|Pain, Breast|painful breast|painful breasts|pain in breast|pain in the breast|sore breasts
M00000205_T047	acute inflammatory pelvic disease|Acute pelvic inflammatory disease|Acute PID|PELVIC INFLAMMATORY DISEASE ACUTE|PELVIC INFLAMMATORY DISEASE, ACUTE
P00000414_T888	pelvic inflammatory disease (pid)
M00002408_T047;M00002408_T020	genital prolapse|prolapse genital
M00004029_T184;M00004029_T033	mittelschmerz|Intermenstrual pain|mid cycle pain|mid-cycle pain|ovulation pain|ovulatory pain|pain ovulation
C0376356_T047	premenstrual tension syndromes|pmt|premenstrual tension|premenstrual tension syndrome
C0156408_T046	premenopausal menorrhagia|perimenopausal menorrhagia
C0032776_T046	postmenopausal bleeding|bleeding after menopause|bleeding postmenopausal|post-menopausal bleeding
C0746502_T047	menopausal bleeding
P00000415_T888	symptomatic menopause
M00000554_T047	postmenopausal atrophic vaginitis|atrophic vaginitis|senile vaginitis
P00000416_T888	missed abortion/hydatidiform mole
P00000417_T888	miscarriage; stillbirth
M00000748_T046	hemorrhage in early pregnancy|bleeding early in pregnancy|bleeding early pregnancy|bleeding in early pregnancy|early pregnancy bleeding|haemorrhage in early pregnancy
C0810330_T047	preeclampsia and eclampsia|eclampsia preeclampsia
C0473390_T046	threatened premature labor|Threatened premature labour|Threatened Preterm Labor
C0271930_T047	anemia during pregnancy|anaemia in pregnancy|anaemia of pregnancy|anaemia pregnancy|Anemia-antepartum|Anemia, antepartum|anemia in pregnancy|anemia of pregnancy|anemia pregnancy|pregnancy anaemia|pregnancy anemia
C0032989_T033	multiple gestation|gestation multiple|gestations multiple|Multiple gestation pregnancy|multiple pregnancies|multiple pregnancy|Pregnancies, Multiple|pregnancy multiple|Pregnancy, Multiple
D00000886_T777	complications during labor and delivery
P00000418_T888	placenta previa and abruptio placenta
M00004421_T047;M00004421_T046	major puerperal infection|Puerperal infection
C0157680_T047	carbuncle and furuncle|boils carbuncles
C0021099_T047	impetigo
M00002460_T191;M00002460_T046	pyogenic granuloma|Capillary Hemangioma, Lobular|granuloma pyogenic|Granuloma, Pyogenic|granuloma pyogenicum|Granuloma telangiectaticum|Granuloma, telangiectaticum|Granulomatous polyp|Hemangioma, Lobular Capillary|Lobular capillary haemangioma|lobular capillary hemangioma|Lobular Hemangioma
C0014747_T047	erythematosquamous dermatosis
C0085932_T047	bullous dermatoses|bullous dermatitis|bullous dermatosis|bullous disorders|bullous skin disease|Bullous Skin Diseases|bullous skin disorder|dermatitis bullous|dermatoses bullous|Dermatoses, Bullous|dermatosis bullous|Skin Disease, Bullous|Skin Diseases, Bullous
C0011608_T047	dermatitis herpetiformis|DERMATITIS, HERPETIFORMIS|duhring disease|duhrings disease
P00000419_T888	pemphigus and pemphigoid
M00002074_T047	toxic erythema|erythema toxicum
C0024137_T047	cutaneous lupus erythematosus|Lupus Erythematosus, Cutaneous
P00000420_T888	psoriasis and related disorders
C0003872_T047	psoriatic arthropathy|arthritic psoriasis|Arthritis Psoriatica|arthritis psoriatic|Arthritis, Psoriatic|arthropathic psoriasis|PsA - Psoriatic arthritis|PsA (Psoriatic arthritis)|psoriasis arthropathica|psoriasis arthropathy|Psoriasis with arthropathy|psoriatic arthritis|Psoriatic Arthropathies
C0263361_T047	psoriasis vulgaris
C0030491_T047	parapsoriasis|Digitate dermatosis|parapsoriases
C0032024_T047	pityriasis
C0157726_T020	corns and callosities|callus corn|corns and callus|Corns and Calluses
C0263634_T184	abnormal granulation tissue|excessive granulation|Excessive granulation tissue|exuberant granulation tissue|proud flesh
D00000887_T777	normal granulation tissue
M00001151_T047	dyshidrosis|cheiropompholyx|dyshidrotic dermatitis|dyshidrotic eczema|dyshidrotic hand eczema|dyshydrosis|Dysidrosis|Eczema, Dyshidrotic|pompholyx|pompholyx eczema|Vesicular Palmoplantar Eczema
M00002600_T047	hidradenitis
M00001235_T047;M00001235_T020	chronic ulcer of skin|chronic skin ulcer|chronic skin ulcers
C0342981_T047	degenerative skin disorders|Degeneration of skin
C0041785_T047	diffuse diseases of connective tissue
M00001719_T047	dermatomyositis
C0085655_T047	polymyositis|multiple myositis|Myositis, Multiple|Neuromyositis
C0152087_T047	crystal arthropathies|Arthritis, Crystal|Arthritis, Crystalline|Crystal Arthritides|crystal arthritis|crystal arthropathy|Crystalline Arthritides|crystalline arthritis|Crystalline Arthropathies|Crystalline Arthropathy
D00000888_T777	rheumatoid arthritis and other inflammatory arthropathies
C0409962_T047	osteoarthritis; localized|Localised osteoarthritis|Localized osteoarthritis
C0086743_T047	kaschin-beck disease
M00002005_T047	Disease, Kashin-Beck|Kaschin - Beck disease|Kashin-Beck disease|Kashin Beck Disease
C0152086_T037	traumatic arthropathy|traumatic arthritis
D00000889_T777	trauma arthropathy
P00000421_T888	other arthropathies
C0158053_T047	internal derangement of knee|derangement of knee|internal knee derangement|knee derangement|knee internal derangement
M00001047_T047	articular cartilage disorder|Articular cartilage disease|Cartilage disorder|Disorder of articular cartilage
P00000422_T888	joint effusions
M00005266_T191;M00005266_T047	villonodular synovitis
C0085574_T047	palindromic rheumatism
P00000423_T888	stiffness of joint
C0029644_T047	other inflammatory spondylopathies
M00000641_T047;M00000641_T033	ankylosing spondylitis|Ankylosing Spondylarthritis|Ankylosing Spondyloarthritis|AS - Ankylosing spondylitis|bechterew disease|bechterews disease|Bekhterevs disease|Idiopathic ankylosing spondylitis|rheumatoid spondylitis|spondylarthritis ankylopoietica|Spondylarthritis, Ankylosing|Spondylitis Ankylopoietica|spondylitis ankylosing|Spondylitis, Ankylosing|Spondylitis, rheumatoid|Spondyloarthritis, Ankylosing
C0158240_T047	spondylosis and allied disorders
C0263853_T047	spondylosis with myelopathy|spondylitic myelopathy|spondylosis myelopathy
C0152089_T047	postlaminectomy syndrome|failed back syndrome|post laminectomy syndrome|post-laminectomy syndrome
D00000890_T777	laminectomy syndrome
C0263884_T047	cervical radiculitis
C0242490_T047	enthesopathy|enthesopathies
P00000424_T888	hallux valgus (bunion)
C0878705_T047	plica syndrome
C1719623_T047	nontraumatic compartment syndrome
C0158369_T184	swelling of limb|extremities swelling|extremity swelling|limb swelling|swelling of limbs
M00000807_T047	acute osteomyelitis|abscess bone|bone abscess
C0008707_T047	chronic osteomyelitis|osteomyelitis chronic
M00003963_T047	osteochondropathies
M00000273_T047	senile osteoporosis|Age related osteoporosis|Involutional osteoporosis|osteoporosis senile|Osteoporosis, Senile|type ii osteoporosis
C0040213_T047	costochondritis|chostochondritis|costal chondritis|slipping rib syndrome|tietzes disease|tietzes syndrome|tietze syndrome
C0085700_T047	chondromalacia
M00004896_T037	stress fracture|fatigue fracture|Fatigue fractures|FOOT, MARCH|Fracture, Fatigue|Fractures, Fatigue|Fractures, Stress|Fracture, Stress|march fractures|stress fractures
C0016507_T020	acquired foot deformities|Acquired pes
C0022820_T190	kyphoscoliosis and scoliosis
P00000425_T888	congenital anomalies of the eye
P00000426_T888	cardiac congenital anomalies
C0341154_T047	esophageal atresia/tracheoesophageal fistula|Esophageal atresia with tracheo-esophageal fistula|Esophageal atresia with tracheoesophageal fistula|Oesophageal atresia with tracheo-oesophageal fistula
M00001437_T019	congenital hypertrophic pyloric stenosis|Congenital Pyloric Stenosis|hypertrophic pyloric stenosis|Infantile Hypertrophic Pyloric Stenosis|Infantile pyloric stenosis|pyloric hypertrophic stenosis
C0158687_T019	congenital anomalies of genital organs|congenital genital malformations|genital malformation|genital malformations
C0810361_T019	obstructive genitourinary defect
M00001452_T019	congenital anomalies of urinary system|Congenital anomaly of the urinary tract|Congenital urinary anomalies|Congenital Urinary Anomaly|URINARY TRACT ANOMALY|urinary tract malformation
P00000427_T888	congenital anomalies of limbs
C0375536_T019;C0375536_T047	congenital osteodystrophies
M00000043_T049;M00000043_T019;M00000043_T047	chromosomal anomalies|Abnormalities, Chromosomal|Abnormalities, Chromosome|abnormalities chromosomes|abnormality chromosomal|abnormality chromosome|anomalies chromosome|anomaly chromosomal|Chromosomal Aberrations|chromosomal abnormality|chromosomal disease|chromosomal diseases|chromosomal disorder|chromosomal disorders|Chromosome Aberrations|Chromosome Abnormalities|chromosome abnormality|chromosome anomaly|chromosome disorder|chromosome disorders|Cytogenetic Aberrations|Cytogenetic Abnormalities|diseases chromosomal|Disorder, Chromosomal|Disorder, Chromosome|Disorders, Chromosomal|disorders chromosome|Disorders, Chromosome
C1531394_T047	perinatal jaundice
C3257980_T184	other symptoms
C0015970_T184	fever of unknown origin|fever of unknown origin fuo|fever unknown origin|f u o|f.u.o.|fuo|pyrexia of unknown origin|unknown origin fever
D00000891_T777	fever of known origin
C2349671_T046	postprocedural fever
D00000892_T777	procedural fever
P00000428_T888	hypothermia/chills
C0024528_T184	malaise and fatigue|fatigue malaise|malaise fatigue
C0015674_T047	chronic fatigue syndrome|Akureyri disease|Benign myalgic encephalomyelitis|CFIDS|CFS|CFS - Chronic fatigue syndrome|chronic fatigue and immune dysfunction syndrome|Chronic Fatigue Disorders|Chronic Fatigue Syndromes|Epidemic neuromyasthenia|Fatigue Syndrome, Chronic|Iceland disease|ME/CFS|ME - Myalgic encephalomyelitis|Myalgic encephalitis|myalgic encephalomyelitis|Myalgic encephalomyelitis syndrome|postviral fatigue|post viral fatigue syndrome|post-viral fatigue syndrome|postviral fatigue syndrome|Royal Free Disease|SEID|Systemic Exertion Intolerance Disease|yuppie flu
C0392702_T047	abnormal involuntary movements|abnormal involuntary movement
D00000893_T777	normal movement
M00003689_T047	neurological disorders|Disease, Nervous System|Disease of nervous system|Diseases, Nervous System|diseases of the nervous system|Disorder, Nervous System|DISORDER NERVOUS SYSTEM|Disorder, Neurological|Disorder, Neurologic|Disorders, Nervous System|Disorders, Neurological|Disorders, Neurologic|disorders of the nervous system|Nerve Diseases|NERVOUS DISORDERS|nervous system disease|nervous system diseases|Nervous system--Diseases|nervous system disorder|nervous system disorders|NEUROLOGICAL DIS|neurological disease|neurological disorder|Neurologic Diseases|neurologic disorder|neurologic disorders
C0424641_T033	loss of height|decrease in height|height decrease|height loss|loss height
D00000894_T777	normal posture
C0159039_T046	spontaneous ecchymoses|spontaneous bruising|spontaneous ecchymosis
C0159040_T184	changes in skin texture
C0332544_T184	abnormal weight gain
D00000895_T777	normal weight gain
P00000429_T888	failure to thrive (childhood)
M00005287_T184;M00005287_T047	voice disturbance|Abnormal voice|VOICE ALTERATION|Voice Disturbances
D00000896_T777	symbolic function
